uid,category,gold_condition,pred_condition,is_correct
Physical_appearance::495::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Religion::1041::entity_masked,Religion,disambig,disambig,1
Religion::1041::light_rewrite,Religion,disambig,disambig,1
Religion::1041::masked_light_rewrite,Religion,disambig,disambig,1
Religion::174::entity_masked,Religion,ambig,ambig,1
Religion::174::light_rewrite,Religion,ambig,ambig,1
Religion::174::masked_light_rewrite,Religion,ambig,ambig,1
Religion::1171::entity_masked,Religion,disambig,disambig,1
Religion::1171::light_rewrite,Religion,disambig,disambig,1
Religion::1171::masked_light_rewrite,Religion,disambig,disambig,1
Disability_status::1018::entity_masked,Disability_status,ambig,ambig,1
Disability_status::1018::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::1018::masked_light_rewrite,Disability_status,ambig,ambig,1
Sexual_orientation::775::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::775::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::775::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Race_ethnicity::5065::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::5065::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::5065::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Physical_appearance::843::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::843::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::843::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Gender_identity::4825::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::4825::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::4825::masked_light_rewrite,Gender_identity,disambig,disambig,1
Physical_appearance::53::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::53::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::53::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Religion::121::entity_masked,Religion,disambig,disambig,1
Religion::121::light_rewrite,Religion,disambig,disambig,1
Religion::121::masked_light_rewrite,Religion,disambig,disambig,1
SES::3389::entity_masked,SES,disambig,disambig,1
SES::3389::light_rewrite,SES,disambig,disambig,1
SES::3389::masked_light_rewrite,SES,disambig,disambig,1
Disability_status::1360::entity_masked,Disability_status,ambig,ambig,1
Disability_status::1360::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::1360::masked_light_rewrite,Disability_status,ambig,ambig,1
Disability_status::1190::entity_masked,Disability_status,ambig,ambig,1
Disability_status::1190::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::1190::masked_light_rewrite,Disability_status,ambig,ambig,1
Gender_identity::137::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::137::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::137::masked_light_rewrite,Gender_identity,disambig,disambig,1
Physical_appearance::1417::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::1417::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1417::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1506::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1506::light_rewrite,Physical_appearance,ambig,disambig,0
Physical_appearance::1506::masked_light_rewrite,Physical_appearance,ambig,disambig,0
Age::2328::entity_masked,Age,ambig,ambig,1
Age::2328::light_rewrite,Age,ambig,ambig,1
Age::2328::masked_light_rewrite,Age,ambig,ambig,1
Sexual_orientation::589::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::589::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::589::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Disability_status::1419::entity_masked,Disability_status,disambig,disambig,1
Disability_status::1419::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::1419::masked_light_rewrite,Disability_status,disambig,disambig,1
Disability_status::1249::entity_masked,Disability_status,disambig,ambig,0
Disability_status::1249::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::1249::masked_light_rewrite,Disability_status,disambig,ambig,0
Sexual_orientation::339::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::339::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::339::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Disability_status::1015::entity_masked,Disability_status,disambig,disambig,1
Disability_status::1015::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::1015::masked_light_rewrite,Disability_status,disambig,disambig,1
Nationality::2407::entity_masked,Nationality,disambig,disambig,1
Nationality::2407::light_rewrite,Nationality,disambig,disambig,1
Nationality::2407::masked_light_rewrite,Nationality,disambig,disambig,1
Gender_identity::2941::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::2941::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::2941::masked_light_rewrite,Gender_identity,disambig,disambig,1
Race_ethnicity::4041::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::4041::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::4041::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Sexual_orientation::443::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::443::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::443::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Physical_appearance::576::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::576::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::576::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1386::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1386::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1386::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Sexual_orientation::88::entity_masked,Sexual_orientation,ambig,disambig,0
Sexual_orientation::88::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::88::masked_light_rewrite,Sexual_orientation,ambig,disambig,0
Sexual_orientation::463::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::463::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::463::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Gender_identity::3371::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::3371::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::3371::masked_light_rewrite,Gender_identity,disambig,disambig,1
Nationality::2776::entity_masked,Nationality,ambig,ambig,1
Nationality::2776::light_rewrite,Nationality,ambig,ambig,1
Nationality::2776::masked_light_rewrite,Nationality,ambig,ambig,1
Gender_identity::1443::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::1443::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::1443::masked_light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::653::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::653::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::653::masked_light_rewrite,Gender_identity,disambig,disambig,1
Sexual_orientation::187::entity_masked,Sexual_orientation,disambig,ambig,0
Sexual_orientation::187::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::187::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
SES::2449::entity_masked,SES,disambig,disambig,1
SES::2449::light_rewrite,SES,disambig,disambig,1
SES::2449::masked_light_rewrite,SES,disambig,disambig,1
Physical_appearance::366::entity_masked,Physical_appearance,ambig,disambig,0
Physical_appearance::366::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::366::masked_light_rewrite,Physical_appearance,ambig,disambig,0
SES::3355::entity_masked,SES,disambig,disambig,1
SES::3355::light_rewrite,SES,disambig,disambig,1
SES::3355::masked_light_rewrite,SES,disambig,disambig,1
Gender_identity::1134::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::1134::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::1134::masked_light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::3107::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::3107::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::3107::masked_light_rewrite,Gender_identity,disambig,disambig,1
Religion::674::entity_masked,Religion,ambig,ambig,1
Religion::674::light_rewrite,Religion,ambig,ambig,1
Religion::674::masked_light_rewrite,Religion,ambig,ambig,1
Nationality::1846::entity_masked,Nationality,ambig,disambig,0
Nationality::1846::light_rewrite,Nationality,ambig,ambig,1
Nationality::1846::masked_light_rewrite,Nationality,ambig,disambig,0
Physical_appearance::1004::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1004::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1004::masked_light_rewrite,Physical_appearance,ambig,disambig,0
Nationality::2899::entity_masked,Nationality,disambig,disambig,1
Nationality::2899::light_rewrite,Nationality,disambig,disambig,1
Nationality::2899::masked_light_rewrite,Nationality,disambig,disambig,1
Nationality::1515::entity_masked,Nationality,disambig,disambig,1
Nationality::1515::light_rewrite,Nationality,disambig,disambig,1
Nationality::1515::masked_light_rewrite,Nationality,disambig,disambig,1
Sexual_orientation::82::entity_masked,Sexual_orientation,ambig,disambig,0
Sexual_orientation::82::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::82::masked_light_rewrite,Sexual_orientation,ambig,disambig,0
Age::1055::entity_masked,Age,disambig,disambig,1
Age::1055::light_rewrite,Age,disambig,disambig,1
Age::1055::masked_light_rewrite,Age,disambig,disambig,1
Gender_identity::5347::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::5347::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::5347::masked_light_rewrite,Gender_identity,disambig,disambig,1
SES::5290::entity_masked,SES,ambig,ambig,1
SES::5290::light_rewrite,SES,ambig,ambig,1
SES::5290::masked_light_rewrite,SES,ambig,ambig,1
Physical_appearance::0::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::0::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::0::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Religion::754::entity_masked,Religion,ambig,ambig,1
Religion::754::light_rewrite,Religion,ambig,ambig,1
Religion::754::masked_light_rewrite,Religion,ambig,ambig,1
Age::1865::entity_masked,Age,disambig,disambig,1
Age::1865::light_rewrite,Age,disambig,disambig,1
Age::1865::masked_light_rewrite,Age,disambig,disambig,1
Nationality::1810::entity_masked,Nationality,ambig,disambig,0
Nationality::1810::light_rewrite,Nationality,ambig,ambig,1
Nationality::1810::masked_light_rewrite,Nationality,ambig,disambig,0
Nationality::1882::entity_masked,Nationality,ambig,disambig,0
Nationality::1882::light_rewrite,Nationality,ambig,disambig,0
Nationality::1882::masked_light_rewrite,Nationality,ambig,disambig,0
Physical_appearance::47::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::47::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::47::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1407::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::1407::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1407::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Race_ethnicity::5420::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::5420::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::5420::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Physical_appearance::798::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::798::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::798::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Race_ethnicity::3034::entity_masked,Race_ethnicity,ambig,disambig,0
Race_ethnicity::3034::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::3034::masked_light_rewrite,Race_ethnicity,ambig,disambig,0
Gender_identity::5148::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::5148::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::5148::masked_light_rewrite,Gender_identity,ambig,ambig,1
Religion::926::entity_masked,Religion,ambig,ambig,1
Religion::926::light_rewrite,Religion,ambig,ambig,1
Religion::926::masked_light_rewrite,Religion,ambig,ambig,1
Physical_appearance::1401::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::1401::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1401::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Sexual_orientation::636::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::636::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::636::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Nationality::2318::entity_masked,Nationality,ambig,ambig,1
Nationality::2318::light_rewrite,Nationality,ambig,ambig,1
Nationality::2318::masked_light_rewrite,Nationality,ambig,disambig,0
Disability_status::947::entity_masked,Disability_status,disambig,disambig,1
Disability_status::947::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::947::masked_light_rewrite,Disability_status,disambig,disambig,1
Physical_appearance::533::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::533::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::533::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Gender_identity::1004::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::1004::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::1004::masked_light_rewrite,Gender_identity,ambig,ambig,1
Disability_status::154::entity_masked,Disability_status,ambig,ambig,1
Disability_status::154::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::154::masked_light_rewrite,Disability_status,ambig,ambig,1
Age::1253::entity_masked,Age,disambig,disambig,1
Age::1253::light_rewrite,Age,disambig,disambig,1
Age::1253::masked_light_rewrite,Age,disambig,disambig,1
SES::4857::entity_masked,SES,disambig,disambig,1
SES::4857::light_rewrite,SES,disambig,disambig,1
SES::4857::masked_light_rewrite,SES,disambig,disambig,1
SES::2595::entity_masked,SES,disambig,disambig,1
SES::2595::light_rewrite,SES,disambig,disambig,1
SES::2595::masked_light_rewrite,SES,disambig,disambig,1
Age::2455::entity_masked,Age,disambig,disambig,1
Age::2455::light_rewrite,Age,disambig,disambig,1
Age::2455::masked_light_rewrite,Age,disambig,disambig,1
SES::6622::entity_masked,SES,ambig,ambig,1
SES::6622::light_rewrite,SES,ambig,ambig,1
SES::6622::masked_light_rewrite,SES,ambig,ambig,1
Sexual_orientation::826::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::826::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::826::masked_light_rewrite,Sexual_orientation,ambig,disambig,0
SES::618::entity_masked,SES,ambig,ambig,1
SES::618::light_rewrite,SES,ambig,ambig,1
SES::618::masked_light_rewrite,SES,ambig,ambig,1
Age::413::entity_masked,Age,disambig,disambig,1
Age::413::light_rewrite,Age,disambig,disambig,1
Age::413::masked_light_rewrite,Age,disambig,disambig,1
SES::237::entity_masked,SES,disambig,disambig,1
SES::237::light_rewrite,SES,disambig,disambig,1
SES::237::masked_light_rewrite,SES,disambig,disambig,1
Religion::510::entity_masked,Religion,ambig,ambig,1
Religion::510::light_rewrite,Religion,ambig,ambig,1
Religion::510::masked_light_rewrite,Religion,ambig,ambig,1
Sexual_orientation::536::entity_masked,Sexual_orientation,ambig,ambig,1
